Location_Info,Latitude,Longitude,Date,WL(mbgl)
Punjab Hoshiarpur Hoshiarpur-Ii Nari,31.64194,75.99722,20-08-18,0.8
Punjab Hoshiarpur Hoshiarpur-Ii Phuglana,31.38361,75.83361,20-08-18,29.1
Punjab Hoshiarpur Mahilpur Mahilpur,31.35833,76.04167,20-08-18,22.3
Punjab Hoshiarpur Mahilpur Thakarwala,31.36944,75.91667,20-08-18,11.2
Punjab Hoshiarpur Mukerian Adowal Garhi,31.96250,75.61861,20-08-18,22.6
Punjab Hoshiarpur Mukerian Bhangala-Chhota,32.02528,75.60861,20-08-18,4.7
Punjab Hoshiarpur Mukerian Chakeru,32.05111,75.62444,20-08-18,3.6
Punjab Hoshiarpur Mukerian Mukerian,31.94167,75.61667,20-08-18,3.1
Punjab Hoshiarpur Mukerian Samraj Tanda,31.91472,75.58861,20-08-18,4.7
Punjab Hoshiarpur Talwara Talwara,31.94167,75.90000,20-08-18,9.7
Punjab Jalandhar Adampur Allawalpur,31.42917,75.66389,20-08-18,7.9
Punjab Jalandhar Adampur Jalbhe,31.47083,75.76250,20-08-18,11.6
Punjab Jalandhar Bhogpur Kheral Kalan,31.60278,75.65000,20-08-18,17.2
Punjab Jalandhar Jalandhar - West Kartarpur,31.43611,75.49861,20-08-18,21.2
Punjab Jalandhar Jalandhar - West Lallian,31.26250,75.49167,20-08-18,34.0
Punjab Jalandhar Jalandhar City Jalandhar City,31.32500,75.58889,20-08-18,38.4
Punjab Jalandhar Nakodar Udhopur,31.19444,75.53333,20-08-18,6.9
Punjab Jalandhar Phillaur Phillaur,31.02917,75.79306,20-08-18,18.2
Punjab Jalandhar Rurka Kalan Jandiala,31.15833,75.61667,20-08-18,33.4
Punjab Kapurthala Kapurthala Kapurthala,31.36944,75.38056,20-08-18,28.9
Punjab Kapurthala Nadala Bhatnura Khurd,31.60417,75.58778,20-08-18,17.1
Punjab Kapurthala Nadala Hussainpura,31.57083,75.57111,20-08-18,24.7
Punjab Kapurthala Sultanpur Lodhi Talwandi Chaudn,31.29583,75.20000,20-08-18,13.4
Punjab Ludhiana Dehlon Doraha,30.80000,76.02083,20-08-18,8.1
Punjab Ludhiana Jagraon Pabbian,30.79278,75.56139,20-08-18,32.7
Punjab Ludhiana Khanna Ikloha,30.70194,76.21861,20-08-18,25.3
Punjab Ludhiana Ludhiana-1 Lalan,30.85000,76.07500,20-08-18,11.3
Punjab Ludhiana Ludhiana-2 Mangat,30.97861,75.91194,20-08-18,11.8
Punjab Ludhiana Ludhiana-2 Punjeta,30.87278,76.08750,20-08-18,10.8
Punjab Ludhiana Machhiwara Bhahlolpur,30.90417,76.28889,20-08-18,13.4
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Punjab Ludhiana Machhiwara Samrala,30.88333,76.20000,20-08-18,15.3
Punjab Ludhiana Machhiwara Sherian,30.93750,76.24444,20-08-18,4.5
Punjab Ludhiana Pakhowal Lil,30.72639,75.70000,20-08-18,18.3
Punjab Ludhiana Pakhowal Lil,30.72639,75.70000,20-08-18,18.2
Punjab Ludhiana Sidhwan Bet Sidhwan Bet,30.92333,75.44000,20-08-18,11.2
Punjab Malerkotla Amargarh Bagarian,30.45889,76.02083,20-08-18,33.1
Punjab Mansa Bhikhi Bhikhi,30.06667,75.53750,20-08-18,18.5
Punjab Mansa Bhikhi Kotra,30.05556,75.49167,20-08-18,14.1
Punjab Mansa Bhikhi Ralla,30.12361,75.44028,20-08-18,14.3
Punjab Mansa Budhlada Kot Dhamru,29.90833,75.46111,20-08-18,8.1
Punjab Mansa Jhunir Burj Bhalaike,29.84167,75.27917,20-08-18,4.2
Punjab Mansa Sardulgarh Fattamaluka,29.80000,75.28333,20-08-18,6.2
Punjab Mansa Sardulgarh Rai Pur,29.69444,75.22917,20-08-18,7.4
Punjab Moga Baghapurana Budhingh Wala,30.61778,75.07722,20-08-18,25.8
Punjab Moga Baghapurana Damru Khurd,30.69167,74.98056,20-08-18,22.9
Punjab Moga Baghapurana Nihalsinghwala,30.61083,75.18306,20-08-18,35.1
Punjab Moga Kot-Ise-Khan Baje Ke,31.00000,75.15056,20-08-18,21.0
Punjab Moga Moga-I Chogawan,30.83583,75.26889,20-08-18,35.8
Punjab Moga Moga-Ii Bughi Pura,30.84028,74.96306,20-08-18,23.6
Punjab Moga Moga-Ii Dagru,30.82389,75.02639,20-08-18,34.0
Punjab Pathankot Dharkalan Kiari,32.40361,75.81806,20-08-18,1.0
Punjab Pathankot Dharkalan Kui,32.43333,75.87056,20-08-18,2.2
Punjab Pathankot Dharkalan Parmota,32.34750,75.75306,20-08-18,1.5
Punjab Pathankot Gharota Jhakolahri,32.21667,75.55000,20-08-18,2.8
Punjab Pathankot Narot Jaimal Singh Bhoa,32.25000,75.52222,20-08-18,2.9
Punjab Pathankot Pathankot Pathankot,32.26667,75.62500,20-08-18,2.6
Punjab Pathankot Sujanpur Ghoh,32.32917,75.66250,20-08-18,10.1
Punjab Pathankot Sujanpur Nawan Pind,32.34167,75.58333,20-08-18,4.6
Punjab Pathankot Sujanpur Sarna,32.26250,75.59167,20-08-18,7.5
Punjab Patiala Bhuner Heri Devigarh,30.18472,76.51333,20-08-18,40.0
Punjab Patiala Ghanaur Kami Kalan,30.37778,76.67917,20-08-18,12.8
Punjab Patiala Ghanaur Lacharu Kalan,30.34500,76.64167,20-08-18,4.9
Punjab Patiala Nabha Nabha,30.41528,76.17444,20-08-18,27.4
Punjab Patiala Nabha Nabha,30.35278,76.30833,20-08-18,29.0
Punjab Patiala Nabha Sangatpura,30.35611,76.24306,20-08-18,31.2
Punjab Patiala Patiala Birkauli,30.41389,76.51389,20-08-18,34.2
Punjab Patiala Patran Patran,29.95667,76.05667,20-08-18,42.8
Punjab Patiala Rajpura Rajpura,30.47500,76.59583,20-08-18,31.3
Punjab Patiala Samana Samana,30.14500,76.19806,20-08-18,37.8
Punjab Rupnagar Anandpur Sahib Bhalan,31.27500,76.37500,20-08-18,4.4
Punjab Rupnagar Anandpur Sahib Braham Pur,31.33056,76.40000,20-08-18,3.3
Punjab Rupnagar Anandpur Sahib Dhair,31.27083,76.44583,20-08-18,8.1
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Punjab Rupnagar Morinda Chatamli,30.81167,76.53833,20-08-18,41.2
Punjab Rupnagar Rupnagar Ahmedpur,31.00000,76.57500,20-08-18,8.9
Punjab Rupnagar Rupnagar Bera Chauta,30.92778,76.46250,20-08-18,2.4
Punjab Rupnagar Rupnagar Chakdera,31.04167,76.53333,20-08-18,1.4
Punjab Rupnagar Rupnagar Hardinamoh,31.15000,76.57500,20-08-18,1.2
Punjab S.A.S Nagar Dera Bassi Antala,30.38333,76.91667,20-08-18,3.9
Punjab S.A.S Nagar Dera Bassi Dera Bassi,30.59167,76.84583,20-08-18,13.2
Punjab S.A.S Nagar Dera Bassi Joli,30.55000,76.90000,20-08-18,7.2
Punjab S.A.S Nagar Dera Bassi Sirsini,30.45417,76.77083,20-08-18,0.7
Punjab S.A.S Nagar Kharar Dheri,30.62500,76.69583,20-08-18,5.6
Punjab S.A.S Nagar Kharar Ghoga,30.70833,76.55417,20-08-18,3.1
Punjab Sangrur Dhuri Ladda,30.37333,75.85556,20-08-18,37.0
Punjab Sangrur Sangrur Longowal,30.19167,75.67500,20-08-18,31.8
Punjab Sangrur Sunam Sunam,30.12333,75.81472,20-08-18,39.0
Punjab Shahid Bhagat Singh Nagar Aur Mauhra,31.11667,76.00556,20-08-18,36.8
Punjab Shahid Bhagat Singh Nagar Nawanshahr Rahon,31.05833,76.12500,20-08-18,10.0
Punjab Sri Muktsar Sahib Gidderbaha Bhaliana,30.33000,74.71417,20-08-18,10.3
Punjab Sri Muktsar Sahib Gidderbaha Doda,30.38889,74.63333,20-08-18,1.3
Punjab Sri Muktsar Sahib Gidderbaha Doda,30.33556,74.62306,20-08-18,2.1
Punjab Sri Muktsar Sahib Lambi Lambi,30.05833,74.61389,20-08-18,2.1
Punjab Sri Muktsar Sahib Malout Kabar Wala,30.19306,74.41111,20-08-18,4.6
Punjab Sri Muktsar Sahib Malout Khunde Halal,30.36417,74.40333,20-08-18,2.6
Punjab Sri Muktsar Sahib Muktsar Balocha Khera(Rasoolpur),30.36806,74.52222,20-08-18,1.4
Punjab Sri Muktsar Sahib Muktsar Labanianwali,30.58611,74.54583,20-08-18,3.4
Punjab Sri Muktsar Sahib Muktsar Muktsar,30.45833,74.51667,20-08-18,4.5
Punjab Tarn Taran Bhikhi Wind-13 Bhikiwind,31.35000,74.70000,20-08-18,18.5
Punjab Tarn Taran Bhikhi Wind-13 Kalsia Kalan,31.27778,74.70000,20-08-18,19.0
Punjab Tarn Taran Gandiwind-9 Gandi Wind,31.51667,74.70000,20-08-18,15.0
Punjab Tarn Taran Khadur-Sahib-10 Chabhal,31.36528,75.14444,20-08-18,20.7
Punjab Tarn Taran Khadur-Sahib-10 Khadurahib,31.43333,75.13056,20-08-18,21.1
Punjab Tarn Taran Naushehra Pannuan-11 Sahab Pura,31.39167,74.93056,20-08-18,23.4
Punjab Tarn Taran Patti-14 Cholaahib,31.25000,74.84167,20-08-18,23.5
Punjab Tarn Taran Valtoha-15 Ratoke,31.15000,74.63333,20-08-18,25.0
Rajasthan Ajmer Arain Arian,26.45000,75.06670,01-08-18,2.3
Rajasthan Ajmer Arain Dasuk,26.35190,75.10000,01-08-18,2.9
Rajasthan Ajmer Kishangarh Silora Tiloniya,26.65140,74.93610,01-08-18,22.8
Rajasthan Ajmer Pisangan Lamana,26.23330,74.49170,01-08-18,9.0
Rajasthan Ajmer Pisangan Mangaliyawas,26.27690,74.50810,01-08-18,11.5
Rajasthan Ajmer Pisangan Nasirabad,26.28670,74.74030,01-08-18,1.0
Rajasthan Ajmer Pisangan Tabiji,26.36310,74.61670,01-08-18,6.9
Rajasthan Ajmer Srinagar Kanpura,26.40000,74.86670,01-08-18,3.6
Rajasthan Ajmer Srinagar Morajhari,26.30830,74.92780,01-08-18,3.3
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Rajasthan Ajmer Srinagar Ramsar,26.26670,74.85830,01-08-18,6.7
Rajasthan Alwar Laxmangarh Govindgarh,27.50970,76.99940,01-08-18,26.0
Rajasthan Alwar Laxmangarh Jhaladala,27.25420,76.83220,01-08-18,30.5
Rajasthan Alwar Laxmangarh Lachmangarh,27.35000,76.85970,01-08-18,8.0
Rajasthan Alwar Rajgarh Doulatpura,27.23830,76.55500,01-08-18,24.5
Rajasthan Alwar Rajgarh Tehla,27.23750,76.40000,01-08-18,8.8
Rajasthan Alwar Rajgarh Todi Ka Bas,27.11810,76.32750,01-08-18,14.6
Rajasthan Alwar Ramgarh Ramgarh,27.58330,76.80970,01-08-18,25.9
Rajasthan Alwar Reni Doroli,27.27500,76.71670,01-08-18,51.0
Rajasthan Alwar Reni Gadi Swairam,27.20830,76.79170,01-08-18,21.7
Rajasthan Alwar Thanagazi Ghata Mordi,27.22500,76.25830,01-08-18,12.4
Rajasthan Alwar Umren Baran,27.44170,76.52500,01-08-18,12.2
Rajasthan Anupgarh Anupgarh Anupgarh,29.19060,73.21890,01-08-18,14.6
Rajasthan Anupgarh Anupgarh Banda Colony,29.30830,73.22920,01-08-18,9.8
Rajasthan Anupgarh Anupgarh Gomanwali,29.03330,73.43330,01-08-18,6.9
Rajasthan Anupgarh Anupgarh Khal,29.08330,73.36670,01-08-18,8.5
Rajasthan Anupgarh Anupgarh Ramsinghpura,29.16670,73.37500,01-08-18,14.6
Rajasthan Anupgarh Gharsana Rojari,28.80000,73.06670,01-08-18,8.1
Rajasthan Anupgarh Vijainagar Jaitsar,29.34720,73.66250,01-08-18,7.1
Rajasthan Balotra Balotra Doli,26.06670,72.66670,01-08-18,4.2
Rajasthan Balotra Balotra Thob,26.05000,72.35830,01-08-18,14.9
Rajasthan Balotra Gira Santara,25.99750,71.96750,01-08-18,4.7
Rajasthan Balotra Gira Saupadamsingh,26.15030,71.80670,01-08-18,21.3
Rajasthan Balotra Samdari Devra,25.73330,72.51670,01-08-18,26.2
Rajasthan Balotra Samdari Karmawas,25.78060,72.58750,01-08-18,4.8
Rajasthan Balotra Sindhari Arniyali,25.46670,71.96750,01-08-18,40.7
Rajasthan Balotra Sindhari Sindari,25.56670,71.90000,01-08-18,15.4
Rajasthan Banswara Arthuna Arthuna,23.49580,74.10000,01-08-18,3.6
Rajasthan Banswara Arthuna Arthuna,23.50000,74.10000,01-08-18,4.2
Rajasthan Banswara Arthuna Borigoan,23.57500,74.11670,01-08-18,1.4
Rajasthan Banswara Arthuna Kotra,23.45440,74.07500,01-08-18,3.9
Rajasthan Banswara Arthuna Raiyana,23.51470,74.17000,01-08-18,5.2
Rajasthan Banswara Bagidora Bagidora,23.40420,74.26670,01-08-18,2.9
Rajasthan Banswara Bagidora Bansla,23.42110,74.29190,01-08-18,5.2
Rajasthan Banswara Bagidora Barodiya,23.41670,74.35030,01-08-18,1.5
Rajasthan Banswara Bagidora Rakho,23.36830,74.27920,01-08-18,1.8
Rajasthan Banswara Banswara Banswara,23.53330,74.45000,01-08-18,3.5
Rajasthan Banswara Banswara Borwat,23.50920,74.38440,01-08-18,2.7
Rajasthan Banswara Banswara Chiriyawasa,23.50920,74.37750,01-08-18,2.6
Rajasthan Banswara Banswara Khera Dahar,23.61670,74.50830,01-08-18,2.4
Rajasthan Banswara Banswara Padla Barora,23.53610,74.51940,01-08-18,0.6
Rajasthan Banswara Chhoti Sarwan Bagtalav,23.55030,74.68580,01-08-18,1.4
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Rajasthan Banswara Chhoti Sarwan Danakshari,23.55750,74.60110,01-08-18,1.4
Rajasthan Banswara Chhoti Sarwan Danpur,23.51670,74.71670,01-08-18,1.6
Rajasthan Banswara Chhoti Sarwan Katumbi,23.53610,74.61670,01-08-18,1.6
Rajasthan Banswara Garhi Bhimpur,23.71530,74.26280,01-08-18,3.7
Rajasthan Banswara Garhi Garhi Partapura,23.59000,74.17500,01-08-18,3.3
Rajasthan Banswara Garhi Wajwana,23.61670,74.28330,01-08-18,1.5
Rajasthan Banswara Ghatol Bhoongra,23.66860,74.50560,01-08-18,3.2
Rajasthan Banswara Ghatol Dungaria,23.86390,74.45830,01-08-18,4.0
Rajasthan Banswara Ghatol Ganora,23.76670,74.25280,01-08-18,0.4
Rajasthan Banswara Ghatol Narwali,23.89440,74.44310,01-08-18,1.1
Rajasthan Banswara Ghatol Sadri,23.78330,74.48440,01-08-18,0.4
Rajasthan Banswara Ghatol Senwasa,23.65610,74.38970,01-08-18,2.3
Rajasthan Banswara Kushalgarh Charakni,23.31280,74.37970,01-08-18,1.5
Rajasthan Banswara Kushalgarh Chhoti Sarwa,23.21970,74.58330,01-08-18,1.3
Rajasthan Banswara Kushalgarh Kusalgarh,23.20000,74.45000,01-08-18,1.2
Rajasthan Banswara Kushalgarh Kusalgarh,23.20000,74.45190,01-08-18,2.2
Rajasthan Banswara Kushalgarh Saran,23.26440,74.43190,01-08-18,1.3
Rajasthan Banswara Sajjangarh Bhura Kua,23.22500,74.31000,01-08-18,1.5
Rajasthan Banswara Sajjangarh Bilari,23.32690,74.36170,01-08-18,0.2
Rajasthan Banswara Sajjangarh Chhinch,23.30000,74.31670,01-08-18,0.3
Rajasthan Banswara Sajjangarh Chota Dungra,23.17220,74.29030,01-08-18,1.1
Rajasthan Baran Anta Anta,25.15830,76.30000,01-08-18,0.6
Rajasthan Baran Anta Bohat,25.25280,76.50420,01-08-18,8.7
Rajasthan Baran Anta Mangrol,25.32500,76.51250,01-08-18,2.0
Rajasthan Baran Anta Udpuria,25.30030,76.32920,01-08-18,0.9
Rajasthan Baran Atru Atru,24.85750,76.66110,01-08-18,0.1
Rajasthan Baran Atru Kanwai,24.74830,76.74170,01-08-18,1.4
Rajasthan Baran Baran (Full) Bamla,24.99170,76.47500,01-08-18,4.5
Rajasthan Baran Baran (Full) Baran,25.10000,76.52000,01-08-18,0.1
Rajasthan Baran Chhipabarod Chhipa Barod,24.59420,76.73220,01-08-18,3.0
Rajasthan Baran Chhipabarod Harnauda,24.43610,76.70000,01-08-18,3.5
Rajasthan Baran Chhipabarod Sarthal,24.48330,76.60000,01-08-18,1.4
Rajasthan Baran Kishanganj Banthoni,25.08330,76.70000,01-08-18,0.7
Rajasthan Baran Kishanganj Bhanwargarh,25.09140,76.79360,01-08-18,0.5
Rajasthan Baran Kishanganj Kishanganj,25.10830,76.65000,01-08-18,0.2
Rajasthan Baran Shahbad Kasba Thana,25.20830,77.35830,01-08-18,1.9
Rajasthan Baran Shahbad Kelwara,25.13330,76.90000,01-08-18,0.1
Rajasthan Baran Shahbad Mamoni,25.18780,77.10560,01-08-18,1.6
Rajasthan Baran Shahbad Pajal Tori,25.26330,77.26330,01-08-18,0.4
Rajasthan Baran Shahbad Shahabad,25.25000,77.13330,01-08-18,0.1
Rajasthan Barmer Barmer Barmer,25.73610,71.39720,01-08-18,15.4
Rajasthan Barmer Barmer Bhachbhar,25.72140,70.97860,01-08-18,22.7
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Rajasthan Barmer Barmer Bisala,25.88750,71.24170,01-08-18,13.4
Rajasthan Barmer Barmer Chawa,25.74580,71.66280,01-08-18,37.6
Rajasthan Barmer Barmer Jasai,25.68250,71.21080,01-08-18,18.4
Rajasthan Barmer Barmer Nand,25.97170,71.14500,01-08-18,12.0
Rajasthan Barmer Barmer Nimri (Radewa),25.60330,71.28330,01-08-18,10.0
Rajasthan Barmer Barmer Rawatsar,25.68360,71.62080,01-08-18,63.0
Rajasthan Barmer Barmer Sanawara,25.47970,71.40000,01-08-18,45.3
Rajasthan Barmer Barmer Sanlor,25.58580,71.23330,01-08-18,30.3
Rajasthan Barmer Barmer Sansiyan,25.70420,71.41250,01-08-18,17.5
Rajasthan Barmer Barmer Sihani,25.58580,71.23330,01-08-18,20.2
Rajasthan Barmer Barmer Sutharon Ki Dhani,25.80830,71.03890,01-08-18,17.4
Rajasthan Barmer Baytoo Baitu,25.86000,71.75420,01-08-18,32.7
Rajasthan Barmer Baytoo Bhadka,25.88330,71.35000,01-08-18,84.8
Rajasthan Barmer Baytoo Bhotia,25.90000,71.35000,01-08-18,79.6
Rajasthan Barmer Baytoo Chitar Ka Par,25.89500,71.56030,01-08-18,31.8
Rajasthan Barmer Baytoo Jhak,26.16080,71.57500,01-08-18,56.0
Rajasthan Barmer Baytoo Matasar,25.79170,71.57920,01-08-18,34.7
