Location_Info,Latitude,Longitude,Date,WL(mbgl)
Gujarat Chhotaudepur Chhota Udepur Ghamodi,22.36700,74.07500,31-08-14,1.5
Gujarat Chhotaudepur Chhota Udepur Jojh,22.44167,73.96250,31-08-14,5.6
Gujarat Chhotaudepur Chhota Udepur Kevadi,22.51667,73.94167,31-08-14,2.6
Gujarat Chhotaudepur Jetpur Pavi Bhindol,22.20000,73.90000,31-08-14,4.6
Gujarat Chhotaudepur Kawant Baladgam,22.13750,74.00833,31-08-14,5.6
Gujarat Chhotaudepur Kawant Chavaria,22.16962,74.00006,31-08-14,8.3
Gujarat Chhotaudepur Kawant Devat (Thadgam),22.10000,73.98300,31-08-14,5.1
Gujarat Chhotaudepur Kawant Moti Chikhali,22.01100,74.08300,31-08-14,2.8
Gujarat Chhotaudepur Kawant Panwad,22.20000,74.04167,31-08-14,1.3
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Gujarat Chhotaudepur Kawant Saidivasana,22.05800,74.01700,31-08-14,1.5
Gujarat Chhotaudepur Kawant Vagudan,22.06667,74.14167,31-08-14,3.7
Gujarat Chhotaudepur Naswadi Sengpur,22.03800,73.88800,31-08-14,2.3
Gujarat Chhotaudepur Sankheda Alladpur,22.25000,73.71667,31-08-14,6.4
Gujarat Chhotaudepur Sankheda Bodeli,22.27083,73.71667,31-08-14,0.5
Gujarat Chhotaudepur Sankheda Govindpura,22.21100,73.74100,31-08-14,3.1
Gujarat Chhotaudepur Sankheda Pitha,22.25400,73.64200,31-08-14,2.2
Gujarat Dahod Dahod Dahod,22.84028,74.26250,31-08-14,1.1
Gujarat Dahod Dahod Dahod,22.80000,74.27500,31-08-14,0.7
Gujarat Dahod Devgad Bariya Dabhava,22.58333,73.90417,31-08-14,1.4
Gujarat Dahod Devgad Bariya Devgadh Baria,22.70000,73.91400,31-08-14,6.1
Gujarat Dahod Devgad Bariya Devgadh Bariya,22.70000,73.91667,31-08-14,6.7
Gujarat Dahod Devgad Bariya Khandania,22.70417,73.83750,31-08-14,9.8
Gujarat Dahod Devgad Bariya Salaya,22.80927,73.89315,31-08-14,3.8
Gujarat Dahod Dhanpur Dhanpur,22.63300,74.10400,31-08-14,7.7
Gujarat Dahod Dhanpur Kanjetha,22.58056,74.11389,31-08-14,4.6
Gujarat Dahod Dhanpur Pipero,22.64700,74.09000,31-08-14,5.6
Gujarat Dahod Dhanpur Tokarba,22.60400,74.03800,31-08-14,0.5
Gujarat Dahod Fatepura Sukhsar,23.15000,74.05000,31-08-14,6.5
Gujarat Dahod Garbada Garbara,22.68056,74.31250,31-08-14,5.0
Gujarat Dahod Garbada Panchwada,22.72900,74.30800,31-08-14,2.1
Gujarat Dahod Jhalod Jhalod,23.09300,74.14700,31-08-14,8.2
Gujarat Dahod Jhalod Jhalod,23.09200,74.13300,31-08-14,7.6
Gujarat Dahod Jhalod Limbdi,23.00400,74.15800,31-08-14,1.5
Gujarat Dahod Jhalod Mirakhedi,22.93000,74.20000,31-08-14,3.0
Gujarat Dahod Limkheda Dadhela,22.83750,74.06667,31-08-14,3.9
Gujarat Dahod Limkheda Limkheda,22.83056,73.98611,31-08-14,3.7
Gujarat Dahod Limkheda Wadia,22.90000,74.05000,31-08-14,5.7
Gujarat Dangs Ahwa Ahwa,20.75889,73.68611,31-08-14,2.0
Gujarat Dangs Ahwa Ahwa,20.75800,73.68300,31-08-14,1.1
Gujarat Dangs Ahwa Chinchpada,20.64249,73.77644,31-08-14,0.6
Gujarat Dangs Ahwa Dhumkal,20.64583,73.79167,31-08-14,1.1
Gujarat Dangs Ahwa Ghubita,20.80000,73.73750,31-08-14,0.4
Gujarat Dangs Ahwa Jakana,20.63300,73.74600,31-08-14,1.7
Gujarat Dangs Ahwa Jamalpada,20.73200,73.52100,30-08-14,1.9
Gujarat Dangs Ahwa Malegaon,20.60000,73.74583,31-08-14,0.2
Gujarat Dangs Ahwa Nadak Khadi,20.80400,73.61300,31-08-14,1.1
Gujarat Dangs Ahwa Nana Pada,20.70000,73.58000,31-08-14,1.4
Gujarat Dangs Ahwa Umberpada,20.68300,73.72500,31-08-14,0.8
Gujarat Dangs Subir Chikhli,20.65800,73.68800,31-08-14,1.1
Gujarat Dangs Subir Mahal,20.91667,73.67917,31-08-14,2.8
Gujarat Dangs Subir Subir,20.92200,73.58100,31-08-14,0.8
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Gujarat Dangs Waghai Aherdi,20.69000,73.62000,31-08-14,1.4
Gujarat Dangs Waghai Bhujad,20.94528,73.55833,31-08-14,9.7
Gujarat Dangs Waghai Bori Gaotha,20.81111,73.50417,30-08-14,0.0
Gujarat Dangs Waghai Bori Gaotha,20.81100,73.50300,30-08-14,4.0
Gujarat Dangs Waghai Chinchnogaotha,20.80800,73.55300,31-08-14,1.4
Gujarat Dangs Waghai Kalibel,20.92083,73.58056,31-08-14,0.8
Gujarat Dangs Waghai Sakarpatal,20.71900,73.55700,30-08-14,1.3
Gujarat Dangs Waghai Vanzat Amba,20.87800,73.51800,30-08-14,2.1
Gujarat Dangs Waghai Waghai (Ct),20.76389,73.50444,30-08-14,6.6
Gujarat Devbhumi Dwarka Bhanvad Bhanvad,21.92778,69.79583,30-08-14,4.7
Gujarat Devbhumi Dwarka Bhanvad Modpar,21.85800,69.80800,30-08-14,13.2
Gujarat Devbhumi Dwarka Bhanvad Mota Kalawad,21.90800,69.82900,30-08-14,11.3
Gujarat Devbhumi Dwarka Kalyanpur Bhogat,21.99049,69.24428,30-08-14,2.2
Gujarat Devbhumi Dwarka Kalyanpur Juvanpur,22.17083,69.36667,30-08-14,7.7
Gujarat Devbhumi Dwarka Kalyanpur Kalyanpur,22.01687,69.38928,30-08-14,5.3
Gujarat Devbhumi Dwarka Kalyanpur Khirsara,21.97900,69.60000,30-08-14,1.8
Gujarat Devbhumi Dwarka Kalyanpur Pindara,22.24760,69.25890,30-08-14,2.6
Gujarat Devbhumi Dwarka Khambhalia Bhadthar,22.08000,69.58000,30-08-14,2.1
Gujarat Devbhumi Dwarka Khambhalia Kajuda,22.33300,69.70800,30-08-14,4.9
Gujarat Devbhumi Dwarka Khambhalia Khambhaliya,22.20972,69.64583,30-08-14,3.3
Gujarat Devbhumi Dwarka Khambhalia Kuvadia,22.20100,69.58300,30-08-14,7.4
Gujarat Devbhumi Dwarka Khambhalia Salaya,22.30556,69.60417,30-08-14,2.1
Gujarat Devbhumi Dwarka Khambhalia Vadtara,22.20800,69.50000,30-08-14,3.9
Gujarat Devbhumi Dwarka Khambhalia Vinjhalpur,22.14829,69.59964,30-08-14,1.9
Gujarat Devbhumi Dwarka Okhamandal Dwarka,22.24583,68.95833,30-08-14,7.2
Gujarat Devbhumi Dwarka Okhamandal Mojap,22.36667,68.98333,30-08-14,3.6
Gujarat Devbhumi Dwarka Okhamandal Samrasar,22.37500,69.10400,30-08-14,0.7
Gujarat Gandhinagar Dehgam Paliya,23.17917,72.84167,30-08-14,10.4
Gujarat Gandhinagar Gandhinagar Adalaj,23.17500,72.55800,31-08-14,23.1
Gujarat Gandhinagar Gandhinagar Serthapara,23.18764,72.56107,31-08-14,11.3
Gujarat Gandhinagar Kalol Sertha,23.19000,72.55300,31-08-14,8.9
Gujarat Gandhinagar Mansa Amrapur,23.37400,72.70500,31-08-14,57.0
Gujarat Gir Somnath Kodinar Kodinar,20.80000,70.69167,31-08-14,10.3
Gujarat Gir Somnath Patan Veraval Ajotha,20.90194,70.51806,31-08-14,4.4
Gujarat Gir Somnath Patan Veraval Govindpura,20.94583,70.39583,31-08-14,16.5
Gujarat Gir Somnath Sutrapada Prachi,20.92194,70.61333,31-08-14,6.5
Gujarat Gir Somnath Sutrapada Prasnawada,20.83833,70.55500,31-08-14,14.0
Gujarat Gir Somnath Talala Alavani,21.23056,70.63750,31-08-14,0.0
Gujarat Gir Somnath Talala Ankolvadi,21.04694,70.66472,31-08-14,7.0
Gujarat Gir Somnath Talala Ankolvadi,21.02333,70.69750,30-08-14,7.0
Gujarat Gir Somnath Talala Jambur,21.02900,70.60800,31-08-14,2.5
Gujarat Gir Somnath Talala Talala,21.05100,70.52500,31-08-14,5.0
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Gujarat Gir Somnath Una Dhokadva,20.95833,71.07083,31-08-14,10.1
Gujarat Gir Somnath Una Gangda,20.85800,71.16700,31-08-14,6.0
Gujarat Gir Somnath Una Girgadhada,20.92500,70.91667,31-08-14,1.6
Gujarat Gir Somnath Una Jamvala,20.98300,70.76300,31-08-14,7.2
Gujarat Gir Somnath Una Jamvala,20.98472,70.76944,30-08-14,7.2
Gujarat Gir Somnath Una Una,20.82500,71.04444,31-08-14,6.2
Gujarat Gir Somnath Una Una,20.82500,71.04167,31-08-14,5.3
Gujarat Jamnagar Dhrol Dhrol,22.56250,70.42500,30-08-14,8.6
Gujarat Jamnagar Dhrol Dhrol,22.56667,70.41667,30-08-14,7.6
Gujarat Jamnagar Jamjodhpur Balwa,21.90400,69.95800,30-08-14,10.4
Gujarat Jamnagar Jamjodhpur Jamjodhpur,21.90556,70.03056,30-08-14,3.5
Gujarat Jamnagar Jamjodhpur Motagop,22.03750,69.87500,30-08-14,0.7
Gujarat Jamnagar Jamjodhpur Seth Vadala,22.03300,70.12500,30-08-14,2.3
Gujarat Jamnagar Jamnagar Changa,22.34013,70.02531,30-08-14,13.0
Gujarat Jamnagar Jamnagar Gordhanpur,22.45000,70.00100,30-08-14,10.7
Gujarat Jamnagar Jamnagar Jambuda,22.52500,70.20400,30-08-14,1.7
Gujarat Jamnagar Jamnagar Jamnagar,22.47083,70.05000,30-08-14,4.9
Gujarat Jamnagar Jamnagar Moti Khavdi,22.38750,69.86667,30-08-14,8.1
Gujarat Jamnagar Jamnagar Vijarkha,22.41667,70.18333,30-08-14,4.7
Gujarat Jamnagar Jodiya Amran,22.82222,70.54583,30-08-14,1.9
Gujarat Jamnagar Jodiya Amran,22.82917,70.56250,30-08-14,0.0
Gujarat Jamnagar Jodiya Bedanpur,22.68300,70.31700,30-08-14,1.9
Gujarat Jamnagar Jodiya Dudhai,22.79167,70.50417,30-08-14,0.5
Gujarat Jamnagar Kalavad Haripur,22.27100,70.33300,30-08-14,1.2
Gujarat Jamnagar Kalavad Kalawad,22.21667,70.38333,30-08-14,2.5
Gujarat Jamnagar Kalavad Nikava,22.19167,70.53333,30-08-14,2.8
Gujarat Jamnagar Kalavad Toda,22.06250,70.38333,30-08-14,2.5
Gujarat Jamnagar Lalpur Lalpur,22.19167,69.96111,30-08-14,5.5
Gujarat Jamnagar Lalpur Vad Panchasara,22.23300,70.11700,30-08-14,13.0
Gujarat Junagadh Bhesan Bilkha,21.43889,70.60000,30-08-14,4.2
Gujarat Junagadh Bhesan Patla,21.60400,70.56900,30-08-14,0.7
Gujarat Junagadh Junagadh Junagadh,21.50900,70.46200,30-08-14,8.0
Gujarat Junagadh Junagadh Junagadh,21.51667,70.45833,30-08-14,2.0
Gujarat Junagadh Keshod Bhatsimroli,21.22000,70.18000,30-08-14,1.4
Gujarat Junagadh Keshod Kewarda,21.26700,70.20800,30-08-14,2.4
Gujarat Junagadh Malia Budhecha,21.09583,70.21667,30-08-14,1.3
Gujarat Junagadh Malia Chorwad,21.04167,70.21667,30-08-14,2.8
Gujarat Junagadh Malia Galodar,21.14951,70.27363,30-08-14,0.8
Gujarat Junagadh Malia Kanek,21.03056,70.24167,30-08-14,3.0
Gujarat Junagadh Malia Khambalia,21.04400,70.19200,30-08-14,6.8
Gujarat Junagadh Malia Kukaswada,21.05400,70.20800,30-08-14,3.9
Gujarat Junagadh Mangrol Arena,21.08056,70.17639,30-08-14,4.8
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Gujarat Junagadh Mangrol Bamanwara,21.22083,70.05556,30-08-14,2.8
Gujarat Junagadh Mangrol Goraj,21.18333,70.15417,30-08-14,3.1
Gujarat Junagadh Mangrol Goraj,21.18300,70.15400,30-08-14,3.1
Gujarat Junagadh Mangrol Juthal,21.16667,70.26667,30-08-14,4.4
Gujarat Junagadh Mangrol Kalej,21.24861,70.05833,30-08-14,6.5
Gujarat Junagadh Mangrol Khorada,21.06389,70.17361,30-08-14,7.7
Gujarat Junagadh Mangrol Mangrol,21.13056,70.11944,30-08-14,10.1
Gujarat Junagadh Mangrol Manketara,21.15000,70.12900,30-08-14,17.1
Gujarat Junagadh Mangrol Shardagram,21.10400,70.15300,30-08-14,9.4
Gujarat Junagadh Mangrol Sil,21.18556,70.04639,30-08-14,2.0
Gujarat Junagadh Mendarda Mendarda,21.32500,70.44028,30-08-14,5.9
Gujarat Junagadh Vanthali Khokharda,21.42083,70.31667,30-08-14,7.0
Gujarat Junagadh Vanthali Khoras Ahir,21.37083,70.33889,30-08-14,4.6
Gujarat Junagadh Visavadar Mandawad,21.35800,70.74600,31-08-14,9.6
Gujarat Junagadh Visavadar Prempara,21.30000,70.70000,31-08-14,15.9
Gujarat Kachchh Abdasa Kotaya,23.04200,69.07500,31-08-14,9.1
Gujarat Kachchh Abdasa Kothara,23.16194,68.91194,31-08-14,4.9
Gujarat Kachchh Abdasa Mothala,23.20800,69.12500,31-08-14,3.8
Gujarat Kachchh Abdasa Naliya,23.25583,68.84000,31-08-14,8.8
Gujarat Kachchh Abdasa Naliya,23.26667,68.83333,31-08-14,9.2
Gujarat Kachchh Abdasa Tera,23.28296,68.94027,31-08-14,12.1
Gujarat Kachchh Abdasa Vinjhan,23.10000,69.02500,31-08-14,9.6
Gujarat Kachchh Bhachau Dholavira,23.87818,70.21606,31-08-14,10.5
Gujarat Kachchh Bhachau Kakarwa,23.47500,70.40417,31-08-14,11.7
Gujarat Kachchh Bhachau Kharoi,23.45400,70.35000,31-08-14,7.2
Gujarat Kachchh Bhachau Ratanpur Khadir,23.86083,70.36306,31-08-14,18.9
Gujarat Kachchh Bhachau Samkhiari,23.30000,70.50800,31-08-14,3.0
Gujarat Kachchh Bhachau Shivlakha,23.37500,70.62361,31-08-14,8.8
Gujarat Kachchh Bhuj Bhuj,23.25000,69.66667,31-08-14,11.7
Gujarat Kachchh Bhuj Haboi,23.35800,69.86700,31-08-14,0.2
Gujarat Kachchh Bhuj Khavada,23.83889,69.73056,31-08-14,5.5
Gujarat Kachchh Bhuj Rudramata,23.39167,69.70833,31-08-14,7.2
Gujarat Kachchh Bhuj Sedat,23.17100,69.63800,31-08-14,11.1
Gujarat Kachchh Bhuj Sukhpar,23.20800,69.61700,31-08-14,15.1
Gujarat Kachchh Gandhidham Gandhidham,23.08333,70.14167,31-08-14,4.2
Gujarat Kachchh Gandhidham Gandhidham,23.08333,70.14167,31-08-14,4.5
Gujarat Kachchh Gandhidham Shinaya,23.03300,70.05400,31-08-14,1.5
Gujarat Kachchh Lakhpat Lakhpat,23.82493,68.77501,31-08-14,10.7
Gujarat Kachchh Lakhpat Lakhpat,23.82300,68.77500,30-08-14,39.3
Gujarat Kachchh Lakhpat Mata No Madh,23.53300,68.95000,31-08-14,10.3
Gujarat Kachchh Lakhpat Moti Cher,23.75800,68.67500,31-08-14,3.1
Gujarat Kachchh Mandvi Asambia Mota,22.96615,69.45183,31-08-14,15.1
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Gujarat Kachchh Mandvi Bambhdai,22.93889,69.08278,31-08-14,4.0
Gujarat Kachchh Mandvi Dunai,23.05000,69.50000,31-08-14,11.0
Gujarat Kachchh Mandvi Kotadi,23.04167,69.19167,31-08-14,6.1
Gujarat Kachchh Mandvi Mandvi,22.83300,69.33300,31-08-14,0.4
Gujarat Kachchh Mundra Bhadreshwar,22.90000,69.90000,31-08-14,5.1
Gujarat Kachchh Mundra Luni,22.87300,69.81200,31-08-14,4.3
Gujarat Kachchh Mundra Mundra,22.82471,69.72202,31-08-14,3.5
Gujarat Kachchh Nakhatrana Chandranagar,23.45000,69.40000,31-08-14,6.0
Gujarat Kachchh Nakhatrana Devisar,23.40278,69.32917,31-08-14,10.9
Gujarat Kachchh Nakhatrana Rawapar,23.51667,69.07500,31-08-14,14.7
Gujarat Kachchh Rapar Deshalpar Rapar,23.75037,70.68080,31-08-14,12.6
Gujarat Kachchh Rapar Gagodar,23.41874,70.82426,31-08-14,27.8
Gujarat Kachchh Rapar Kuda,23.53000,70.44000,31-08-14,25.5
Gujarat Kachchh Rapar Kumbhariya,23.34111,70.72361,31-08-14,6.5
Gujarat Kachchh Rapar Lilpur,23.51000,70.65000,31-08-14,0.7
Gujarat Kachchh Rapar Rapar,23.57026,70.64798,31-08-14,44.6
Gujarat Kachchh Rapar Rapar,23.56667,70.63750,31-08-14,24.9
Gujarat Kheda Kapadvanj Kapadvanj,23.00417,73.09167,31-08-14,5.4
Gujarat Kheda Kapadvanj Vyas Vasna,23.10556,73.10417,30-08-14,15.6
Gujarat Kheda Kathlal Ladvel,22.90800,73.12100,31-08-14,1.8
Gujarat Kheda Kathlal Sarkhej,22.98600,72.88100,31-08-14,29.9
Gujarat Kheda Mahudha Alina,22.80800,73.05800,31-08-14,7.7
Gujarat Kheda Mahudha Mahudha,22.78300,72.94200,31-08-14,0.8
Gujarat Kheda Nadiad Nadiad,22.68000,72.88000,31-08-14,4.0
Gujarat Kheda Thasra Dakor,22.76250,73.16944,31-08-14,3.3
Gujarat Kheda Thasra Kalesar,22.72083,73.19167,31-08-14,0.4
Gujarat Mahesana Bechraji Asjol,23.50800,72.18300,31-08-14,0.5
Gujarat Mahesana Bechraji Dharpura,23.54583,72.11250,31-08-14,7.0
Gujarat Mahesana Jotana Jotana,23.47389,72.28778,30-08-14,31.3
Gujarat Mahesana Kadi Budasan,23.28750,72.37500,31-08-14,3.5
Gujarat Mahesana Kadi Daran,23.20639,72.27972,31-08-14,2.7
Gujarat Mahesana Kadi Kalyanpur,23.12694,72.19306,31-08-14,4.3
Gujarat Mahesana Kadi Vidaj,23.24700,72.30000,30-08-14,2.8
Gujarat Mahesana Kheralu Jaska,23.82361,72.53472,31-08-14,13.8
Gujarat Mahesana Kheralu Kheralu,23.90000,72.61000,31-08-14,6.0
Gujarat Mahesana Kheralu Kheralu,23.88750,72.61250,31-08-14,10.0
Gujarat Mahesana Kheralu Rampura,23.89167,72.51667,31-08-14,6.8
Gujarat Mahesana Kheralu Unad,23.84583,72.71667,31-08-14,9.6
Gujarat Mahesana Mahesana Maguna,23.57778,72.28889,31-08-14,6.8
Gujarat Mahesana Mahesana Mehsana,23.60000,72.40000,31-08-14,29.5
Gujarat Mahesana Mahesana Panchot,23.62900,72.34200,31-08-14,4.6
Gujarat Mahesana Unjha Dosaj,23.84167,72.45000,31-08-14,6.8
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Gujarat Mahesana Unjha Karalli,23.80417,72.48611,31-08-14,10.4
Gujarat Mahesana Unjha Sihi,23.80000,72.35000,31-08-14,11.5
Gujarat Mahesana Unjha Unawa,23.76667,72.36250,31-08-14,6.7
Gujarat Mahesana Vijapur Rampura Kot Juna,23.72917,72.80194,31-08-14,33.5
Gujarat Mahesana Visnagar Bhandupara,23.72500,72.38333,31-08-14,7.6
Gujarat Mahesana Visnagar Modheraii,23.72000,72.47000,30-08-14,8.3
Gujarat Mahesana Visnagar Tarabh,23.75800,72.45800,31-08-14,5.7
Gujarat Mahesana Visnagar Visnagar,23.70000,72.53300,31-08-14,2.3
Gujarat Mahisagar Balasinor Balasinor,22.95000,73.32500,31-08-14,0.7
Gujarat Mahisagar Balasinor Balasinor,22.95833,73.33611,30-08-14,1.6
Gujarat Mahisagar Balasinor Juna Vasadra,23.08333,73.36250,31-08-14,1.6
Gujarat Mahisagar Khanpur Bavaliya,23.33000,73.57000,31-08-14,8.0
Gujarat Mahisagar Khanpur Bavaliya,23.30667,73.55500,31-08-14,8.9
Gujarat Mahisagar Khanpur Pandarvada,23.37500,73.63300,31-08-14,2.0
Gujarat Mahisagar Lunawada Kothamba,23.01900,73.51900,31-08-14,3.8
Gujarat Mahisagar Lunawada Limbadia Peti,23.20400,73.60000,31-08-14,2.3
Gujarat Mahisagar Lunawada Lunawada,23.12900,73.60800,31-08-14,10.2
Gujarat Mahisagar Lunawada Malekpur,23.23056,73.73611,31-08-14,2.1
Gujarat Mahisagar Lunawada Ram Patel Na M.,23.12917,73.69167,30-08-14,29.5
Gujarat Mahisagar Lunawada Ucharpi,23.11900,73.47200,31-08-14,11.8
Gujarat Mahisagar Santrampur Gadhar,23.15000,73.77500,31-08-14,8.9
Gujarat Mahisagar Santrampur Santrampur,23.17083,73.90833,31-08-14,7.2
Gujarat Mahisagar Santrampur Santrampur,23.19167,73.90833,31-08-14,7.3
Gujarat Mahisagar Virpur Bar,23.16806,73.41111,31-08-14,2.0
Gujarat Mahisagar Virpur Virpur,23.19306,73.48528,30-08-14,3.2
Gujarat Morbi Halvad Halvad,23.02100,71.18800,31-08-14,12.8
Gujarat Morbi Halvad Juna Devaliya,22.97900,71.00900,31-08-14,2.5
Gujarat Morbi Halvad Mathak,22.84167,71.05833,31-08-14,6.3
Gujarat Morbi Halvad Miani,23.11250,71.12917,31-08-14,2.1
Gujarat Morbi Halvad Sukhpar,23.00833,71.28333,31-08-14,1.0
Gujarat Morbi Maliya Malia,23.09167,70.76250,31-08-14,2.1
Gujarat Morbi Maliya Mota Dhansura,22.95800,70.61700,31-08-14,5.6
Gujarat Morbi Maliya Sarvad,23.00600,70.70700,31-08-14,1.4
Gujarat Morbi Morvi Amar Nagar,22.93300,70.80800,31-08-14,1.5
Gujarat Morbi Morvi Jetpur Pithad,23.02194,70.91806,31-08-14,9.5
Gujarat Morbi Morvi Macchukunda,23.00139,70.88333,31-08-14,1.9
Gujarat Morbi Morvi Modpar,22.90000,70.66667,31-08-14,2.5
Gujarat Morbi Morvi Morvi,22.81667,70.84167,31-08-14,0.6
Gujarat Morbi Morvi Nichi Mandal,22.85800,70.95000,31-08-14,2.6
Gujarat Morbi Tankara Chhatar,22.50400,70.75400,31-08-14,3.8
Gujarat Morbi Tankara Hadmatia,22.68300,70.80800,31-08-14,2.6
Gujarat Morbi Tankara Kalyanpur,22.65833,70.73333,31-08-14,5.1
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Gujarat Morbi Tankara Lajai,22.72000,70.78000,31-08-14,3.8
Gujarat Morbi Tankara Neknam,22.50000,70.70000,31-08-14,13.8
Gujarat Morbi Wankaner Bhalgam,22.44167,71.08333,31-08-14,3.5
Gujarat Morbi Wankaner Sindhavadar,22.55000,70.89167,31-08-14,9.7
Gujarat Narmada Dediyapada Chikada,21.51401,73.64641,31-08-14,0.6
Gujarat Narmada Dediyapada Dediapada,21.63333,73.58333,31-08-14,4.4
Gujarat Narmada Dediyapada Nani Singlot,21.65761,73.64631,31-08-14,5.6
Gujarat Narmada Nandod Baman Phalia,21.79800,73.37900,31-08-14,15.0
Gujarat Narmada Nandod Garudeshwar,21.89167,73.65000,31-08-14,8.3
Gujarat Narmada Nandod Kewadia,21.88278,73.70056,31-08-14,1.1
Gujarat Narmada Nandod Khota Amba,21.73300,73.47500,31-08-14,1.0
Gujarat Narmada Nandod Ringani,21.84167,73.46667,31-08-14,1.7
Gujarat Narmada Nandod Sunderpura,21.84722,73.53611,31-08-14,29.4
Gujarat Narmada Nandod Sunderpura,21.83889,73.53472,31-08-14,28.2
Gujarat Narmada Sagbara Amayar,21.54700,73.76700,31-08-14,2.5
Gujarat Narmada Tilakwada Agar,22.03100,73.65700,31-08-14,3.8
Gujarat Narmada Tilakwada Namaria,22.04000,73.62000,31-08-14,0.7
Gujarat Navsari Chikhali Kaliyari,20.72500,73.15000,31-08-14,1.4
Gujarat Navsari Chikhali Khergam,20.63300,73.09600,31-08-14,1.4
Gujarat Navsari Chikhali Manav Khadak,20.67400,73.23300,30-08-14,2.3
Gujarat Navsari Chikhali Panikhadak,20.64900,73.16700,30-08-14,3.9
Gujarat Navsari Chikhali Rankuva,20.81300,73.15800,31-08-14,0.4
Gujarat Navsari Gandevi Duvada,20.82861,73.05750,30-08-14,1.0
Gujarat Navsari Gandevi Sari Khurd,20.78750,72.95417,31-08-14,1.6
Gujarat Navsari Jalalpore Abrama,20.86250,72.90000,31-08-14,3.7
Gujarat Navsari Jalalpore Chinam,20.99167,72.88611,31-08-14,1.2
Gujarat Navsari Jalalpore Dandi,20.89167,72.80833,31-08-14,1.3
Gujarat Navsari Jalalpore Onjal,20.83300,72.84200,31-08-14,3.8
Gujarat Navsari Navsari Navsari,20.95000,72.93000,31-08-14,21.7
Gujarat Navsari Navsari Navsari,20.95800,72.93500,30-08-14,0.6
Gujarat Navsari Vansda Anklas,20.61944,73.26667,31-08-14,7.0
Gujarat Navsari Vansda Chadav,20.83100,73.33400,30-08-14,4.8
Gujarat Navsari Vansda Kantasvel,20.79700,73.29200,31-08-14,2.6
Gujarat Navsari Vansda Limzar,20.74028,73.25639,30-08-14,2.3
Gujarat Navsari Vansda Moti Valzar,20.80500,73.26700,31-08-14,1.3
Gujarat Navsari Vansda Pipalkhed,20.67666,73.27795,31-08-14,3.2
Gujarat Navsari Vansda Vansda,20.76400,73.36300,31-08-14,7.6
Gujarat Panch Mahals Ghoghamba Palla Rajgarh,22.52278,73.70083,31-08-14,10.4
Gujarat Panch Mahals Ghoghamba Ranipura,22.72500,73.75833,31-08-14,4.2
Gujarat Panch Mahals Godhra Godhra,22.78333,73.60972,31-08-14,0.3
Gujarat Panch Mahals Godhra Tuwa,22.80400,73.47100,31-08-14,2.5
Gujarat Panch Mahals Halol Pavagadh,22.48750,73.55556,31-08-14,2.2
August month Depth to Water Level (In mbgl) Data of Unconfined Aquifer STATE_UT DISTRICT BLOCK VILLAGE_NA LATITUDE LONGITUDE Date WL(mbgl) Gujarat Panch Mahals Halol Shivrajpur,22.42500,73.59167,31-08-14,2.4
Gujarat Panch Mahals Halol Tarkanda,22.54583,73.52917,31-08-14,0.1
Gujarat Panch Mahals Halol Timbi,22.50800,73.50800,31-08-14,1.5
Gujarat Panch Mahals Jambughoda Jambughoda,22.36900,73.72500,31-08-14,4.5
Gujarat Panch Mahals Jambughoda Jambughoda,22.37300,73.72300,31-08-14,0.2
Gujarat Panch Mahals Kalol Tarvada,22.60556,73.52222,31-08-14,12.3
Gujarat Panch Mahals Kalol Vejalpur,22.69583,73.55833,31-08-14,4.5
Gujarat Panch Mahals Morvahadaf Morvahadaf,22.91806,73.84444,31-08-14,9.2
Gujarat Panch Mahals Morvahadaf Morvahadaf,22.85722,73.82056,31-08-14,5.3
Gujarat Panch Mahals Morvahadaf Morvahadaf,22.80000,73.81250,31-08-14,4.7
Gujarat Panch Mahals Morvahadaf Morvahadaf,23.06200,73.85100,31-08-14,17.4
Gujarat Panch Mahals Shehera Shehra,22.95400,73.62500,31-08-14,2.2
Gujarat Patan Chanasma Dharmoda,23.69700,72.06900,31-08-14,3.0
Gujarat Patan Chanasma Dhinoj,23.66300,72.27900,31-08-14,9.7
Gujarat Patan Harij Harijii,23.68639,71.89722,31-08-14,30.4
Gujarat Patan Patan Patan,23.84167,72.12361,31-08-14,15.5
Gujarat Patan Patan Sander,23.76700,72.25400,31-08-14,7.7
